Company,Contact Name,Title,Department,Direct Phone,Mobile Phone,Corporate Phone,Email,City,State,PostalCode,LastVerifiedDate,ConfidenceScore
,,,,,,,,,Cargill Inc	FRC	862 W Ridge Rd	Gainesville	GA	30501	770-531-4700		100 to 249	100,,,
No Company Match,,,,,,,,,Cargill Inc		407 Clay Rd	Valdosta	GA	31601	229-244-9752			1,,,
,,,,,,,,,Cargill Inc	FRC	250 7th Ave Ne	West Fargo	ND	58078	701-282-1618		50 to 99	100,,,
,,,,,,,,,Cargill Inc		4634 Radford Rd	FLOWERY BRANCH	GA	30542	770-967-9961			1 - 1,,,
,,,,,,,,,Cargill Kitchen Solutions	FRC	20021 176th St Nw	Big Lake	MN	55309	763-262-1900		50 to 99	100,,,
,,,,,,,,,Cargill Texturizing Solutions	FRC	3582 Mccall Pl	Atlanta	GA	30340	770-455-3603		50 to 99	100,,,
and Allied Activities	Yes	No	No	Scarlet Perez	475,,,,,,,,,Cargill US		216 Brookhollow Industria	Dalton	GA	30721	706-279-4114				3328	Coating,,,
,,,,,,,,,Carolina Tractor/Lift One		2810 Stadium Dr	Phenix City	AL	36867	334-832-4591						Yes	No	No	Matthew Sprouse	256,,,
Urban Planning,,,,,,,,,Cartersville City Government		19 N Erwin St	Cartersville	GA	30120	770-387-5604		5 to 9	10,,,
No Company Match,,,,,,,,,Cartersville Country Club	MAM; FRC	1310 Joe Frank Harris Pkwy	Cartersville	GA	30120	770-606-0090		20 to 49	20,,,
and Paperboard Mills	Yes	Yes	No	Tyler Lee	0016K,,,,,,,,,Cascades Tissue Group	FRC	1200 Forest St	Eau Claire	WI	54703	715-834-3462		250 to 499	100,,,
,,,,,,,,,Case IH (Benson Plant)	CMAM	260 Hwy 12 SE	Benson	MN	56215	320-843-5721				4239	Miscellaneous Durable Goods Merchant Wholesalers	Yes	No	No	Jacob Carlson	0006K,,,
No Company Match,,,,,,,,,Cass-Clay Creamery	FRC	200 20th St N	FARGO	ND	58102	701-293-6455		20 to 49	40,,,
No Company Match,,,,,,,,,Casteel Heating & Cooling		2218 Canton Rd	MARIETTA	GA	30066	770-637-9729		100 to 249	40,,,
,,,,,,,,,Caterpillar EPD Building	KAM	560 Rehoboth Rd EPD Building	GRIFFIN	GA	30224	(770) 412-5037						Yes	No	No	Richard Esdaile	201,,,
Construction,,,,,,,,,Caterpillar Global Paving		9401 85th Ave N	Brooklyn Park	MN	55445	763-425-4100		10 to 19	40,,,
,,,,,,,,,CBRE GWS LLC- AT&T		304 S DEWEY ST	EAU CLAIRE	WI	54701	715-839-5674						No	No	No	Tyler Lee	0016K,,,
,,,,,,,,,CBRE Microsoft Data Center		1435 Hwy 54	Fayetteville	GA	30214	(479) 301-2520						Yes	No	No	Richard Esdaile	201,,,
,,,,,,,,,C-E MINERALS		PRIMARY_ADDRESS_1	Andersonville	GA	31711	229-931-3263				2123	Nonmetallic Mineral Mining and Quarrying	Yes	No	Yes	Andrew Carlton	438,,,
,,,,,,,,,CEMEX		314 BELL PARK DR	WOODSTOCK	GA	30188	678-414-7503				3273	Cement and Concrete Product Manufacturing	Yes	No	No	Landon Dixon	71,,,
,,,,,,,,,Cemex		604 Hudson Rd	Chattanooga	TN	37405	423-756-1324		1 to 4	1 - 1,,,
No Company Match,,,,,,,,,Cemex		2806 Dobbs Dr	Phenix City	AL	36870	334-297-5255		5 to 9	2,,,
,,,,,,,,,Cemex		2698 S US Highway 341	Clinchfield	GA	31013	478-987-2121				2361	Residential Building Construction	Yes	No	Yes	Peyton James	0058P,,,
No Company Match,,,,,,,,,Cemex		1360 Marietta Blvd NW	Atlanta	GA	30318	4043517075				2381	Foundation,,,
,,,,,,,,,Cemex		1801 Rome Hwy	Rockmart	GA	30153							Yes	Yes	No	Mason Ramsey	71,,,
No Company Match,,,,,,,,,Central Lakes Co-Op		16319 Highway 12 Ne	Atwater	MN	56209	320-974-8868		5 to 9	5,,,
,,,,,,,,,Ceradyne Inc		780 Park North Blvd # 122	Clarkston	GA	30021	404-292-4242		50 to 99	100,,,
,,,,,,,,,CERROWIRE	KAM	140 FRASHIER RD	CARROLLTON	GA	30116							Yes	No	No	Taylor Piatt	0037K,,,
No Company Match,,,,,,,,,Certain Teed Corp		200 Sierra Dr	Peachtree City	GA	30269	770-487-2334		20 to 49	40,,,
,,,,,,,,,Certain Teed Corp		3303 4th Ave E	Shakopee	MN	55379	952-445-6450		250 to 499	100,,,
,,,,,,,,,Certainteed		425 Athena Dr.	Athens	GA	30601	(706) 202-4215						Yes	No	No	Brett Johns	258,,,
,,,,,,,,,CH2M HILL ALBANY GA		405 CORDELE RD	ALBANY	GA	31705	229-420-5050						Yes	No	No	Andrew Carlton	438,,,
,,,,,,,,,CH2M-JACOBS		AATC HARTSFIELD JACKSON A	ATLANTA	GA	30320	404-530-2507						Yes	No	No	Richard Esdaile	201,,,
No Company Match,,,,,,,,,Chalmers & Kubeck S		1050 Industrial Blvd	Watkinsville	GA	30677	706-769-6660		20 to 49	10,,,
Equipment,,,,,,,,,Champion Charter Sales & Svc		516 W 25th St	Hibbing	MN	55746	218-262-3491		10 to 19	10,,,
No Company Match,,,,,,,,,Chemtrade Logistics	FRC	1580 Columbia Nitrogen Dr	Augusta	GA	30901	706-724-0221		20 to 49	40,,,
No Company Match,,,,,,,,,Chemtrade Logistics	CMAM	4652 Mead Rd	Macon	GA	31206	478-447-7561		5 to 9	10,,,
No Company Match,,,,,,,,,Cherokee County School Dist		200 Mountain Brook Ct	Canton	GA	30115	770-479-4268		10 to 19	40,,,
,,,,,,,,,CHI Memorial Hospital Chattanooga	MAM	2525 De Sales Ave	Chattanooga	TN	37404	423-495-2525				6214	Outpatient Care Centers	Yes	No	No	Banton Price	475,,,
,,,,,,,,,CHI Memorial Hospital Hixson (FKA Memorial Hospital Hixson)	MAM	2051 Hamill Rd	Hixson	TN	37343	423-495-7100				6213	Offices of Other Health Practitioners	Yes	No	No	Banton Price	475,,,
Street,,,,,,,,,Chippewa County Highway Dept		801 E Grand Ave	Chippewa Falls	WI	54729	715-861-3387		10 to 19	20,,,
,,,,,,,,,Chippewa Valley Energy		4970 Kane Rd	Eau Claire	WI	54703	715-876-6400		50 to 99	100,,,
No Company Match,,,,,,,,,Chippewa Valley Technical Clg	FRC	2320 Alpine Rd	Eau Claire	WI	54703	715-833-6200		5 to 9	5,,,
No Company Match,,,,,,,,,CHIPPEWA VLY TECH CLG-EAU CLAI	MAM; FRC	620 W Clairemont Ave	Eau Claire	WI	54701	715-833-6200		10 to 19	20,,,
,,,,,,,,,Chs Inc		2100 Us Highway 75	Kennedy	MN	56733	218-843-7306		50 to 99	100,,,
,,,,,,,,,CINTAS CORP #037Q DEPOT		2780 HORIZON RIDGE CT	SUWANEE	GA	30024							Yes	No	No	Michael Joseph	258,,,
,,,,,,,,,Circle K Office		1707 BBoulevard Square	Waycross	GA	31501	(912) 614-2961						Yes	No	No	Brandi Collins	220,,,
No Company Match,,,,,,,,,CIRRUS	KAM	4514 TAYLOR CIRCLE	DULUTH	MN	55811	8002794322				5242	Agencies,,,
,,,,,,,,,CIRRUS		4212 ENTERPRISE CIR	DULUTH	MN	55811							Yes	No	No	Bradley Beranek	0045M,,,
,,,,,,,,,Cirrus Aircraft		1400 S 48th St	GRAND FORKS	ND	58201	701-787-5229		100 to 249	100,,,
,,,,,,,,,Cirrus Design Corp	FRC; KAM; CMAM	4515 Taylor Cir	Hermantown	MN	55811	218-727-2737		500 to 999	100,,,
Legislative,,,,,,,,,City of Altoona	MAM	2000 Spooner Ave	Altoona	WI	54720	715-597-2060		50 to 99	40,,,
,,,,,,,,,CITY OF AMERICUS		Natural Gas Dept	Americus	GA	31709	229-924-4411						Yes	No	Yes	Andrew Carlton	438,,,
No Company Match,,,,,,,,,City of Atlanta - DPW - Fleet Services	MAM	1540 NORTHSIDE DR NW	ATLANTA	GA	30318	404-609-7165				9211	Executive,,,
No Company Match,,,,,,,,,City Of Barnesville		109 Forsyth St	BARNESVILLE	GA	30204	770-358-0181		50 to 99	100,,,
,,,,,,,,,City of Chattanooga		Wrd	Chattanooga	TN	37405	423-643-7070						Yes	No	No	Banton Price	475,,,
,,,,,,,,,City of Chattanooga - Waste Water		455 Moccasin Bend Road	CHATTANOOGA	TN	37405	(423) 757-5026				6211	Offices of Physicians	No	No	No	Banton Price	475,,,
No Company Match,,,,,,,,,City Of College Park Power & Water	MAM	1886 Harvard Ave	Atlanta	GA	30337	404-330-6100		10 to 19		9211	Executive,,,
No Company Match,,,,,,,,,CITY OF DAYTON PUBLIC WORKS	MAM	13700 ZANZIBAR LANE	DAYTON	MN	55327	612-751-8847				9221	Justice,,,
,,,,,,,,,CITY OF ELK RIVER- WASTE		248 Railroad Dr NW	Elk River	MN	55330	763-635-1171						Yes	No	No	Peter Andrews	470,,,
,,,,,,,,,CITY OF FAIRBURN		WHITE ROCK DR	FAIRBURN	GA	30213	770-969-3481						Yes	Yes	No	Jeremy Hill	0037K,,,
Legislative,,,,,,,,,City Of Golden Valley	MAM	7800 Golden Valley Rd	Golden Valley	MN	55427	763-593-8119		100 to 249	40,,,
,,,,,,,,,CITY OF HINCKLEY		102 DUNN AVE N	HINCKLEY	MN	55037							Yes	No	No	Charles Madden	0045M,,,
No Company Match,,,,,,,,,City of Hogansville		119 Lincoln St	Hogansville	GA	30230	706-637-8629				9211	Executive,,,
No Company Match,,,,,,,,,City of Jackson DPW		211 Alabama Blvd	Jackson	GA	30233	770-775-3198				2373	Highway,,,
,,,,,,,,,CITY OF LAGRANGE		115 HILL ST	LA GRANGE	GA	30241							Yes	No	No	Matthew Sprouse	256,,,
and Directory Publishers	Yes	No	Yes	Christian Karalunas	0021M,,,,,,,,,CITY OF LAKE ELMO		3800 LAVERNE AVE N	LAKE ELMO	MN	55042	651-779-6230				5131	Newspaper,,,
,,,,,,,,,CITY OF LAWRENCEVILLE		435 WEST PIKE ST	LAWRENCEVILLE	GA	30046	770-277-7434						Yes	No	No	Joseph Paglia	258,,,
,,,,,,,,,CITY OF LAWRENCEVILLE		PRIMARY_ADDRESS_1	Lawrenceville	GA	30046	770-277-7447						Yes	No	Yes	Joseph Paglia	258,,,
,,,,,,,,,CITY OF MINNEAPOLIS		1858 E 27TH STREET	MINNEAPOLIS	MN	55407	612-673-5636						Yes	No	No	Robert Beerling	0021M,,,
Legislative,,,,,,,,,City Of Minneapolis	MAM; FRC	1200 Currie Ave	Minneapolis	MN	55403	612-673-5737		100 to 249	40,,,
No Company Match,,,,,,,,,City of Monroe	MAM	2200 Highway 83	Monroe	GA	30655	770-266-5300				9211	Executive,,,
Legislative,,,,,,,,,City Of Oakdale	MAM	1900 Hadley Ave N	St Paul	MN	55128	651-747-3860		1 to 4	20,,,
No Company Match,,,,,,,,,City of Oxford	MAM	1223 Emory St	Oxford	GA	30054	770-786-7004				9221	Justice,,,
,,,,,,,,,City of Plymouth		14900 23rd Avenue N	Plymouth	MN	55447	763-509-5942						Yes	No	No	Ashley Douglas	470,,,
No Company Match,,,,,,,,,CITY OF SANDERSVILLE		130 HOSPITAL CIR	SANDERSVILLE	GA	31082	478-552-3459				9211	Executive,,,
No Company Match,,,,,,,,,CITY OF THOMASTON		309 VETERANS DR.	THOMASTON	GA	30286	706-647-4242				9211	Executive,,,
No Company Match,,,,,,,,,CITY OF UNION POINT		299 S HILLIARD ST	UNION POINT	GA	30669	706-486-2280				9211	Executive,,,
,,,,,,,,,CITY OF WASHINGTON		102 East Liberty St	Washington	GA	30673	706-678-3277						Yes	No	No	Oscar Jessup	219,,,
Legislative,,,,,,,,,City Of West Point	FRC	100 W 7th St	West Point	GA	31833	706-643-0911		5 to 9	10,,,
,,,,,,,,,City of West,,,
No Company Match,,,,,,,,,Cjb Industries		204 E Hill Ave	Valdosta	GA	31601	229-242-3000		5 to 9	5,,,
,,,,,,,,,Cjb Industries	FRC	2114 Cypress St	Valdosta	GA	31601	229-293-0800		100 to 249	100,,,
No Company Match,,,,,,,,,Clairemont Oaks		441 Clairemont Ave	Decatur	GA	30030	404-378-6941		10 to 19	20,,,
No Company Match,,,,,,,,,Clariant Corp	KAM	9101 International Pkwy	Minneapolis	MN	55428	763-535-4511		50 to 99	5,,,
No Company Match,,,,,,,,,Clark Dietrich Building Systs	FRC	330 Greenwood Pl	Mcdonough	GA	30253	770-957-8823		100 to 249	40,,,
No Company Match,,,,,,,,,Classic Signature Foods Inc		5400 Westpark Dr Sw	Atlanta	GA	30336	404-763-3595		20 to 49	40,,,
,,,,,,,,,Claxton Poultry Farms		8816 Us Highway 301	Claxton	GA	30417	912-739-3181		250 to 499	100,,,
,,,,,,,,,CLEAN HARBOR		4039 COTTAGE GROVE DR	WOODBURY	MN	55129	781-792-5291						Yes	No	No	Christian Karalunas	0021M,,,
,,,,,,,,,Clean Harbors		1374 Beverage Dr	Stone Mountain	GA	30083	404-849-5813				5417	Scientific Research and Development Services	Yes	Yes	No	Lakeshia Jones	201,,,
,,,,,,,,,CLEAN HARBORS		4130 S CREEK RD	CHATTANOOGA	TN	37406							Yes	No	No	Banton Price	475,,,
,,,,,,,,,Clean Harbors		9261 Isanti St NE	Blaine	MN	55449	781-792-5291						Yes	No	No	Ashley Douglas	470,,,
,,,,,,,,,Clean Harbors		12555 Clark Rd	Rosemount	MN	55068	781-792-5291						Yes	No	No	Timothy Litwin	754,,,
,,,,,,,,,CLEAN HARBORS		3350 CUMMINGS RD WAU	CHATTANOOGA	TN	37419							Yes	No	No	Banton Price	475,,,
,,,,,,,,,Clean Harbors		10746 Keats Ave S	COTTAGE GROVE	MN	55016	(507) 321-3382						Yes	No	No	Timothy Litwin	754,,,
,,,,,,,,,Clean Harbors		2327 Terminal Drive	SAINT PAUL	MN	55121	(781) 424-8754						Yes	No	No	Timothy Litwin	754,,,
,,,,,,,,,Clean Harbors-65CG		318 Wauhatchie Pike	Chattanooga	TN	37419	423-421-6926						Yes	No	No	Banton Price	475,,,
,,,,,,,,,Clean Harbors-Main		3300 Cummings Rd	Chattanooga	TN	37419	423-821-6926						Yes	No	No	Banton Price	475,,,
No Company Match,,,,,,,,,Cleveland Tree Co		1308 Lee Pope Rd	Fort Valley	GA	31030	478-825-7487		10 to 19	5,,,
,,,,,,,,,Clorox Co	FRC	17 Lake Mirror Rd	Forest Park	GA	30297	404-363-8300		100 to 249	100,,,
,,,,,,,,,Clorox Company - Atlanta West		115 Lake Mirror Rd	Forest Park	GA	30297	404-362-8667				4246	Chemical and Allied Products Merchant Wholesalers	Yes	No	Yes	Chris Falcone	201,,,
,,,,,,,,,Club Car		780 Innovation Pkwy	Appling	GA	30802	(706) 691-7379						Yes	No	No	Oscar Jessup	219,,,
No Company Match,,,,,,,,,Coastal Processing		1670 Forstmann Rd	Louisville	GA	30434	478-377-6039		10 to 19	20,,,
,,,,,,,,,Coastal Truck Repair		160 Sweetwater Rd	North Augusta	SC	29860	(843) 494-4005						Yes	No	No	Travis Riner	219,,,
Legislative,,,,,,,,,Cobb County Extension Svc		680 S Cobb Dr Se	Marietta	GA	30060	770-528-4070		10 to 19	20,,,
No Company Match,,,,,,,,,Coleman Mechanical Svc Inc		135 Henry Miller St	Harlem	GA	30814	706-556-6999		1 to 4	1,,,
000+	3364	Aerospace Product and Parts Manufacturing	Yes	No	Yes	Marla Bailey	754,,,,,,,,,Collins Aerospace		14300 Judicial Rd	Burnsville	MN	55306	952-892-4000		1,,,
,,,,,,,,,Collum'S Lumber Products Llc	FRC	1723 Barnwell Hwy	Allendale	SC	29810	803-584-3451		250 to 499	100,,,
,,,,,,,,,COLONIAL CHEMICAL		3760 HIGHWAY 156	SOUTH PITTSBURG	TN	37380	423-837-8800				4246	Chemical and Allied Products Merchant Wholesalers	Yes	No	No	Banton Price	475,,,
No Company Match,,,,,,,,,Colquitt Regional Medical Ctr		449 31st Ave Se	Moultrie	GA	31768	229-890-3461		5 to 9	10,,,
,,,,,,,,,Colt Services		529 Laney Walker Blvd	Augusta	GA	30901	(281) 471-9099						Yes	No	No	Jason Lynn	219,,,
No Company Match,,,,,,,,,Columbia Farms		1040 Jake Smith Rd	Oglethorpe	GA	31068	(478) 808-7220		50 to 99	40,,,
,,,,,,,,,Columbia Farms		4949 GA-90	Oglethorpe	GA	31068	(478) 472-2068						Yes	No	No	Peyton James	0058P,,,
and Other General Government Support	Yes	No	No	Peter Andrews	470,,,,,,,,,Columbia Heights Public Works	MAM; FRC	637 38th Ave Ne	Minneapolis	MN	55421	763-706-3700		20 to 49	100,,,
,,,,,,,,,COLUMBUS TECHNICAL COLLEGE	MAM; FRC	928 Manchester Expy	Columbus	GA	31904	706-649-1800		250 to 499	100,,,
No Company Match,,,,,,,,,Comfort Systems Usa Inc		6074 Business Park Dr # G	Columbus	GA	31907	706-561-9191		20 to 49	20,,,
No Company Match,,,,,,,,,Comfort Systems Usa Inc		177 Woodfield Dr # A	Macon	GA	31210	478-257-7707		20 to 49	20,,,
No Company Match,,,,,,,,,Commercial Truck & Van Eqpt	FRC	4800 Buford Hwy	Norcross	GA	30071	770-447-4458		20 to 49	40,,,
,,,,,,,,,Communicorp Inc	GAM; FRC; EGAM	1001 Lockwood Ave	Columbus	GA	31906	706-324-1182		100 to 249	100,,,
No Company Match,,,,,,,,,COMPRESSED AIR PRODUCTS I		7 SOLAR CIR	NEWNAN	GA	30265	404-549-6996				4238	Machinery,,,
No Company Match,,,,,,,,,Concrete Enterprises Inc	FRC	801 Turner Field Rd	Albany	GA	31705	229-888-1904		20 to 49	20,,,
,,,,,,,,,Connexus Energy	FRC	14601 Ramsey Blvd Nw	Anoka	MN	55303	763-323-2600		250 to 499	100,,,
,,,,,,,,,CONRAD YELVINGTON		75 GEESLING RD	CAYMACK	GA	30807							Yes	Yes	No	Oscar Jessup	219,,,
,,,,,,,,,Consolidated Precision Prods	FRC	8701 Harriet Ave S	Minneapolis	MN	55420	952-881-1000		500 to 999	100,,,
,,,,,,,,,Constellium Automotive	KAM	1 Constellium Dr Ne	White	GA	30184	706) 410-1009		1 to 4	1 - 1,,,
No Company Match,,,,,,,,,Contech Engineered Solutions		11155 Chaparral Ave	Shakopee	MN	55379	952-496-1050		5 to 9	2,,,
No Company Match,,,,,,,,,Cooper Industries	KAM	1101 Southerfield Rd	Americus	GA	31719	229-931-4000		5 to 9	10,,,
No Company Match,,,,,,,,,Cooper Lighting Llc	KAM	1121 Highway 74 S	Peachtree City	GA	30269	770-486-3846		5 to 9	5,,,
,,,,,,,,,Cordele Intermodal Svc Inc		513 Burnette Blvd	Cordele	GA	31015	229-273-5399		1 to 4	1 - 1,,,
No Company Match,,,,,,,,,Corval Group	FRC	1633 Eustis St	St Paul	MN	55108	651-645-0451		50 to 99	40,,,
No Company Match,,,,,,,,,Covia	FRC; KAM	1333 Sandpit Rd	Mauk	GA	31058	706-269-3294		20 to 49	40,,,
,,,,,,,,,Coweta County School District		170 Werz Industrial Blvd	Newnan	GA	30263	770-254-2880		10 to 19		6111	Elementary and Secondary Schools	Yes	No	No	Richard Esdaile	201,,,
,,,,,,,,,Cox Automotive		2084 Lake Industrial Ct	Conyers	GA	30013	(762) 783-9474						Yes	No	No	Heather Forbes	201,,,
,,,,,,,,,CP RAIL		500 2ND ST E	HASTINGS	MN	55033	608-304-9838				4821	Rail Transportation	Yes	No	No	Timothy Litwin	754,,,
,,,,,,,,,Cremer Volunteer Pastilles		1382 Broadway Street	DAYTON	TN	37321	(423) 802-4894						Yes	No	No	Banton Price	475,,,
,,,,,,,,,CRENLO	FRC	2501 VALLEYHIGH DR NW	ROCHESTER	MN	55901	507-287-3208						Yes	No	No	Adam Ramer	0002K,,,
,,,,,,,,,CRH-Ash Grove		1100 Port Terminal Avenie	DULUTH	MN	55802	(218) 241-9474						Yes	No	No	Charles Madden	0045M,,,
,,,,,,,,,Crider Inc	FRC	1 Plant Ave	Stillmore	GA	30464	912-562-4435		500 to 999	100,,,
No Company Match,,,,,,,,,Crossroad Classics & Custums		2327 D St	Pine Mtn Valley	GA	31823	706-628-4413		1 to 4	1,,,
No Company Match,,,,,,,,,Crown Bakeries FNA Masada Bakery		1500 Oakbrook Dr	Norcross	GA	30093	404-377-4555		20 to 49	40,,,
and Shipping Container Manufacturing	Yes	No	No	Isaac Hennen	754,,,,,,,,,Crown Cork & Seal Co Inc	FRC	1701 4th St Nw	Faribault	MN	55021	507-334-3981		100 to 249	100,,,
Equipment,,,,,,,,,Crown Lift Trucks		8650 109th Ave N	CHAMPLIN	MN	55316	651-645-8668		20 to 49	40,,,
,,,,,,,,,Crown Underground LLC		4721 Hazelwood Ave	Northfield	MN	55057	612-490-6410						Yes	No	No	Isaac Hennen	0002K,,,
,,,,,,,,,CRUSHER WORKS - GA		163 LIBERTY RD	VILLA RICA	GA	30180	205-425-8099						Yes	No	No	Taylor Piatt	0037K,,,
,,,,,,,,,CS MCCROSSAN		7865 JEFFERSON HWY	MAPLE GROVE	MN	55369							Yes	No	No	Peter Andrews	470,,,
No Company Match,,,,,,,,,Cs Truck & Trailer Repair		6575 Marshall Blvd	Lithonia	GA	30058	770-484-1448		5 to 9	2,,,
,,,,,,,,,CSM BAKERY SOLUTIONS		1765 YANKEE DOODLE RD	EAGAN	MN	55121							Yes	No	No	Timothy Litwin	754,,,
,,,,,,,,,Cumberland Plastic Systems		4401 N Park Dr	Opelika	AL	36801	334-821-5033		100 to 249	100,,,
,,,,,,,,,CUMMINGS		10628 HIGHWAY 37	HIBBING	MN	55746							Yes	No	No	Bradley Beranek	0045M,,,
,,,,,,,,,Cummins		5515 Frontage Road	FOREST PARK	GA	30298	(404) 527-7810				8111	Automotive Repair and Maintenance	No	No	No	Chris Falcone	201,,,
,,,,,,,,,CUMMINS		48 BEECH CT	BABBITT	MN	55706							Yes	No	No	Bradley Beranek	0045M,,,
,,,,,,,,,CUMMINS BUSINESS SERVICES NAD		5515 FRONTAGE RD	FOREST PARK	GA	30297					8111	Automotive Repair and Maintenance	Yes	Yes	No	Chris Falcone	201,,,
,,,,,,,,,CUMMINS NPOWER		5331 CTY RD 70	EMBARRASS	MN	55732	888-417-2788						Yes	No	No	Bradley Beranek	0045M,,,
and Supplies Merchant Wholesalers	Yes	No	Yes	Briana Miller	0021M,,,,,,,,,Cummins Npower Llc		1600 Buerkle Rd	White Bear Lake	MN	55110	651-636-1000		100 to 249	100,,,
No Company Match,,,,,,,,,Cummins Npowers Llc		3115 Truck Center Dr	Duluth	MN	55806	218-628-3641		10 to 19	5,,,
Equipment,,,,,,,,,Cummins Power South Llc		2923 Riverwest Dr	Augusta	GA	30907	706-722-8825		10 to 19	10,,,
,,,,,,,,,CUMMINS POWER SOUTH LLC		1915 W OAKRIDGE DR	ALBANY	GA	31707					8111	Automotive Repair and Maintenance	Yes	No	No	Andrew Carlton	438,,,
,,,,,,,,,Cummins Power South LLC		1765 Construction Dr	Gainesville	GA	30507					8111	Automotive Repair and Maintenance	Yes	Yes	No	Michael Joseph	258,,,
Equipment,,,,,,,,,Cummins Power South Llc		1509 E 26th St	CHATTANOOGA	TN	37407	423-629-1447		1 to 4	2,,,
No Company Match,,,,,,,,,Cummins Sales & Svc		W2600 Jopke Rd	Eau Claire	WI	54701	715-830-0996		10 to 19	2,,,
No Company Match,,,,,,,,,Cummins Sales & Svc		3801 34th Ave S	Fargo	ND	58104	701-282-2466		20 to 49	5,,,
,,,,,,,,,Cummins Sales and Service		4728 Gateway Dr,,,
,,,,,,,,,CUMMINS-HIBBING		3322 4TH AVE WEST	HIBBING	MN	55746	888-417-2788						Yes	No	No	Bradley Beranek	0045M,,,
,,,,,,,,,Custom Building Products		2155 Sweetwater Industrial Blv	Lithia Springs	GA	30122	770-941-2400		100 to 249	100,,,
,,,,,,,,,Custom Ecology Inc		470 Rock Quarry Rd	Soddy Daisy	TN	37379	(423- 482-0906						Yes	No	No	Banton Price	475,,,
,,,,,,,,,Custom Ecology Inc		1387 Wisdom St	Chattanooga	TN	37406	(423- 863-8507						Yes	No	No	Banton Price	475,,,
,,,,,,,,,Custom Truck One Source		2370 English St	SAINT PAUL	MN	55109	(877) 788-7461				4412	Other Motor Vehicle Dealers	Yes	No	No	Christian Karalunas	0021M,,,
,,,,,,,,,CW Matthews		16678 GA-515	Ellijay	GA	30536	(706) 276-4931						Yes	No	No	Landon Dixon	71,,,
Air-Conditioning,,,,,,,,,Daikin Applied	FRC	1001 21st Ave Nw	Owatonna	MN	55060	507-446-1400		250 to 499	100,,,
Air-Conditioning,,,,,,,,,Daikin Applied America	GAM; FRC; EGAM	13600 Industrial Park Blvd	Minneapolis	MN	55441	763-553-5330		250 to 499	100,,,
,,,,,,,,,Daikin Applied North Faribault		15620 Acorn Trail	FARIBAULT	MN	55021	(507) 332-6817						Yes	No	No	Isaac Hennen	754,,,
Air-Conditioning,,,,,,,,,Daikin Applied-Applied Air	FRC; CMAM	300 24th St Nw	Faribault	MN	55021	507-334-5594		250 to 499	100,,,
,,,,,,,,,Dairy Farmers Of America		212 E 1st St	Winthrop	MN	55396	507-647-5385		50 to 99	100,,,
No Company Match,,,,,,,,,Dakota Growers Pasta Co	FRC	1 Pasta Ave	Carrington	ND	58421	701-652-2855		20 to 49	40,,,
,,,,,,,,,Dakota Growers Pasta Co	FRC	7300 36th Ave N	Minneapolis	MN	55427	763-531-9194		100 to 249	100,,,
,,,,,,,,,DAR PRO SOLUTIONS		4413 E TANNERS CHURCH CON	ELLENWOOD	GA	30294	404-3631320 opt 2				3116	Animal Slaughtering and Processing	Yes	No	Yes	Chris Falcone	201,,,
No Company Match,,,,,,,,,Darling Ingredients	CMAM	271 Valpro Rd	Ward	SC	29166	803-685-2590		50 to 99	40,,,
,,,,,,,,,Dart		2260 Delray Rd	Thomaston	GA	30286	(706) 648-4756						Yes	No	No	Peyton James	0058P,,,
,,,,,,,,,Dave's Trading Po**La1005		2105 Mulkey Gap Rd	Blairsville	GA	30512	706-745-9843						Yes	No	Yes	Andrew Bezek	0008M,,,
No Company Match,,,,,,,,,Davis Core & Pa		1140 Davis Rd Sw	Cave Spring	GA	30124	706-777-3675		20 to 49	40,,,
,,,,,,,,,Dayton Freight Lines Inc		2560 Long Lake Rd	Roseville	MN	55113	763-493-5841		50 to 99	100,,,
,,,,,,,,,Dayton Mechanic Shop		4700 Shallowford Road	CHATTANOOGA	TN	37411	(423) 892-4220						Yes	No	No	Banton Price	475,,,
No Company Match,,,,,,,,,Dayton Superior Corp	FRC	1372 Jesse Cronic Rd # 200	Braselton	GA	30517	706-654-0901		1 to 4	2,,,
Nut,,,,,,,,,D-Check Developments Inc		161 Chappell Mill Rd	Milner	GA	30257	770-358-7777		10 to 19	10,,,
,,,,,,,,,DCS		380 Allied Industrial Blvd	Macon	GA	31206	904-266-2001						Yes	No	No	Peyton James	0058P,,,
,,,,,,,,,De Zurik Inc	FRC	250 Riverside Ave N	Sartell	MN	56377	320-259-2000		250 to 499	100,,,
Scientific,,,,,,,,,Deaton Truck Svc		2515 Cedartown Hwy Se	Rome	GA	30161	706-314-9424		10 to 19	5,,,
,,,,,,,,,Deats Excavating & Utilities		265 Bridgeford Church Rd	Hazlehurst	GA	31539	912-347-5213						Yes	No	No	Brandi Collins	220,,,
,,,,,,,,,Dee Inc	FRC	1302 Foskett St	Crookston	MN	56716	218-281-5811		50 to 99	100,,,
No Company Match,,,,,,,,,Dekalb County Government	MAM	4124 Flakes Mill Road	DECATUR	GA	30034	(770) 621-7240				9211	Executive,,,
No Company Match,,,,,,,,,Delavan Spray Technologies		4334 Main Hwy	Bamberg	SC	29003	803-245-4347		10 to 19	10,,,
,,,,,,,,,Delta Air Lines Inc	FRC	1775 M H Jackson Service Rd	Atlanta	GA	30354	404-530-6588		20 to 49	100,,,
